거래ID,거래일자,사원번호,사원명,지역,팀,상품명,금액,상태
TXN-2026075-1770,2026-03-16,EMP1017,최동현,경기,경기2팀,5G 요금제,64258,접수
TXN-2025006-9281,2025-01-06,EMP1039,장유진,광주,광주1팀,클라우드 Server,1232810,반려
TXN-2026072-7523,2026-03-13,,,부산,부산2팀,클라우드 Server,1499598,개통완료
TXN-2026038-6465,2026-02-07,EMP1037,정준혁,광주,광주1팀,IoT패키지,41216,환불
TXN-2025012-3455,2025-01-12,EMP1012,조태영,경기,경기1팀,5G 요금제,"""81,056""",구매확정
TXN-2025325-2472,2025-11-21,EMP1031,이서연,대전,대전1팀,인터넷 결합,48809,구매확정
TXN-2025187-5915,2025-07-06,EMP1021,임성호,부산,부산1팀,5G 요금제,67012,취소
TXN-2025213-5942,2025-08-01,EMP1006,조서연,서울,서울2팀,IPTV 프리미엄,28309,검토완료
TXN-2025158-9338,2025-06-07,EMP1026,조준혁,부산,부산2팀,아이피티비 프리미엄,24652,구매확정
TXN-2025033-2435,2025-02-02,EMP1027,박미래,부산,부산2팀,IPTV 프리미엄,23508,취소
TXN-2025321-8862,2025-11-17,EMP1032,이태영,대전,대전1팀,IoT 패키지,23629,구매확정
TXN-2025281-8097,2025-10-08,EMP1018,박하은,경기,경기2팀,IOT 패키지,24160,구매확정
TXN-2026012-2243,2026-01-12,EMP1034,박현우,대전,대전1팀,아이피티비 프리미엄,21837,검토완료
TXN-2026035-4349,2026-02-04,EMP1010,신태영,경기,경기1팀,Cloud 서버,827526,개통완료
TXN-2026034-5591,2026-02-03,EMP1016,이상현,경기,경기2팀,IoT 패키지,40936,접수
TXN-2025009-6937,2025-01-09,EMP1004,신지은,서울,서울2팀,사물인터넷 패키지,23845,검토완료
TXN-2026045-7406,2026-02-14,EMP1009,장민수,서울,서울3팀,IPTV 프리미엄,22209,개통완료
TXN-2025356-3766,2025-12-22,,,경기,경기2팀,IoT 패키지,19174,접수
TXN-2025014-8005,2025-01-14,EMP1012,조태영,경기,경기1팀,인터넷 결합,36692,환불
TXN-2025060-7790,2025-03-01,EMP1032,이태영,대전,대전1팀,사물인터넷 패키지,36213,접수
TXN-2025049-8738,2025-02-18,EMP1010,신태영,경기,경기1팀,IoT 패키지,19786,환불
TXN-2025108-6920,2025-04-18,EMP1014,최나연,경기,경기2팀,5G 요금제,71202,구매확정
TXN-2026003-6097,2026-01-03,EMP1023,장상현,부산,부산2팀,AI 비서 구독,10260,접수
TXN-2025054-5365,2025-02-23,EMP1029,서준혁,대전,대전1팀,AI 비서 구독,16930,개통완료
TXN-2025066-5755,2025-03-07,EMP1019,오현우,경기,경기2팀,클라우드 서버,,구매확정
TXN-2025268-8067,2025-09-25,EMP1019,오현우,경기,경기2팀,AI 비서 구독,17095,구매확정
TXN-2025071-5132,2025-03-12,EMP1011,장영철,경기,경기1팀,클라우드 Server,1720519,개통완료
TXN-2025176-3234,2025-06-25,EMP1034,박현우,대전,대전1팀,,1335605,구매확정
TXN-2025133-8628,2025-05-13,EMP1019,오현우,경기,경기2팀,,15014,구매확정
TXN-2025235-5907,2025-08-23,EMP1003,정수진,서울,서울1팀,클라우드 서버,582742,구매확정
TXN-2026063-5401,2026-03-04,EMP1035,조지민,광주,광주1팀,인터넷 결합,45262,환불
TXN-2025334-8365,2025-11-30,EMP1031,이서연,대전,대전1팀,IPTV 프리미엄,23645,접수
TXN-2025015-8011,2025-01-15,EMP1028,윤미래,부산,부산2팀,인터넷 결합,33017,구매확정
TXN-2026062-8349,2026-03-03,EMP1029,서준혁,대전,대전1팀,5G 요금제,73694,개통완료
TXN-2025220-2919,2025-08-08,EMP1023,장상현,부산,부산2팀,인터넷 결합,"""40,788""",접수
TXN-2025287-1771,2025-10-14,EMP1033,서준혁,대전,대전1팀,Internet 결합,54016,구매확정
TXN-2025019-3119,2025-01-19,EMP1023,장상현,부산,부산2팀,인터넷 결합,33128,취소
TXN-2025348-5247,2025-12-14,EMP1032,이태영,대전,대전1팀,IoT패키지,20277,접수
TXN-2025086-6163,2025-03-27,EMP1006,조서연,서울,서울2팀,5G 요금 제,66100,개통완료
TXN-2025293-9396,2025-10-20,EMP1034,박현우,대전,대전1팀,인터넷 결합,53065,접수
TXN-2025018-4801,2025-01-18,EMP1012,조태영,경기,경기1팀,인터넷 결합,"""51,053""",검토완료
TXN-2026031-9751,2026-01-31,EMP1007,조유진,서울,서울3팀,클라우드서버,303228,개통완료
TXN-2025288-7048,2025-10-15,EMP1037,정준혁,광주,광주1팀,인터넷 결합,34637,구매확정
TXN-2026076-9359,2026-03-17,EMP1027,박미래,부산,부산2팀,클라우드 서버,245164,개통완료
TXN-2025144-2795,2025-05-24,EMP1007,조유진,서울,서울3팀,클라우드 Server,330955,구매확정
TXN-2025065-6634,2025-03-06,EMP1002,윤서연,서울,서울1팀,5G Plan,88170,검토완료
TXN-2025289-8234,2025-10-16,EMP1035,조지민,광주,광주1팀,AI 비서 구독,17932,구매확정
TXN-2026057-6566,2026-02-26,EMP1039,장유진,광주,광주1팀,IPTV 프리미엄,17677,구매확정
TXN-2025240-2446,2025-08-28,EMP1039,장유진,광주,광주1팀,5G 요금제,58085,구매확정
TXN-2025077-2874,2025-03-18,EMP1031,이서연,대전,대전1팀,인터넷 결합,33360,접수
TXN-2025279-8108,2025-10-06,EMP1027,박미래,부산,부산2팀,인터넷 결합,36611,검토완료
TXN-2025057-2053,2025-02-26,EMP1022,윤수진,부산,부산1팀,IPTV프리미엄,18683,검토완료
TXN-2025132-2878,2025-05-12,EMP1010,신태영,경기,경기1팀,AI 비서 구독,15228,구매확정
TXN-2025217-6004,2025-08-05,EMP1036,서상현,광주,광주1팀,5G 요금제,60779,개통완료
TXN-2025359-2521,2025-12-25,EMP1037,정준혁,광주,광주1팀,IoT패키지,"""17,046""",구매확정
TXN-2025121-3603,2025-05-01,EMP1025,오나연,부산,부산2팀,IPTV 프리미엄,25296,개통완료
TXN-2025250-9201,2025-09-07,EMP1022,윤수진,부산,부산1팀,아이피티비 프리미엄,18695,반려
TXN-2025329-4498,2025-11-25,EMP1018,박하은,경기,경기2팀,IPTV 프리미엄,23407,개통완료
TXN-2025026-9593,2025-01-26,EMP1003,정수진,서울,서울1팀,IoT 패키지,12192,구매확정
TXN-2025275-4538,2025-10-02,EMP1013,최성호,경기,경기1팀,Internet 결합,52303,구매확정
TXN-2026064-4893,2026-03-05,EMP1004,신지은,서울,서울2팀,클라우드 서버,906262,개통완료
TXN-2025265-2889,2025-09-22,EMP1004,신지은,서울,서울2팀,클라우드 서버,320348,구매확정
TXN-2025167-3657,2025-06-16,EMP1002,윤서연,서울,서울1팀,IoT 패키지,24099,구매확정
TXN-2025101-4083,2025-04-11,EMP1006,조서연,서울,서울2팀,IoT 패키지,38483,접수
TXN-2025237-9356,2025-08-25,EMP1007,조유진,서울,서울3팀,인터넷 결합,46445,개통완료
TXN-2025323-7158,2025-11-19,EMP1016,이상현,경기,경기2팀,인터넷 결합상품,"""48,215""",취소
TXN-2025238-7943,2025-08-26,EMP1009,장민수,서울,서울3팀,인터넷 결합,38662,환불
TXN-2026063-2905,2026-03-04,EMP1011,장영철,경기,경기1팀,AI 비서 구독,16758,구매확정
TXN-2026076-5359,2026-03-17,EMP1020,이서연,부산,부산1팀,인터넷 결합,48345,검토완료
TXN-2025072-6655,2025-03-13,EMP1039,장유진,광주,광주1팀,클라우드 서버,861791,구매확정
TXN-2026044-8216,2026-02-13,EMP1037,정준혁,광주,광주1팀,AI 비서 구독,15681,구매확정
TXN-2026068-2093,2026-03-09,EMP1017,최동현,경기,경기2팀,5G 요금제,56406,환불
TXN-2025333-7129,2025-11-29,EMP1010,신태영,경기,경기1팀,5G 요금제,71132,취소
TXN-2025112-1788,2025-04-22,EMP1030,윤태영,대전,대전1팀,클라우드 서버,1043720,접수
TXN-2026067-4942,2026-03-08,EMP1007,조유진,서울,서울3팀,IPTV 프리미엄,"""31,181""",환불
TXN-2025068-5545,2025-03-09,EMP1024,오미래,부산,부산2팀,5G 요금제,83682,구매확정
TXN-2026012-9381,2026-01-12,EMP1004,신지은,서울,서울2팀,5G 요금제,64585,접수
TXN-2025311-4750,2025-11-07,EMP1023,장상현,부산,부산2팀,인터넷 결합,33040,환불
TXN-2025172-9272,2025-06-21,EMP1005,김성호,서울,서울2팀,Internet 결합,36230,검토완료
TXN-2026068-1089,2026-03-09,EMP1006,조서연,서울,서울2팀,AI 비서 구독,18924,구매확정
TXN-2025030-1844,2025-01-30,EMP1011,장영철,경기,경기1팀,IPTV 프리미엄,"""22,299""",취소
TXN-2025009-8424,2025-01-09,EMP1007,조유진,서울,서울3팀,IoT 패키지,34392,구매확정
TXN-2025113-6304,2025-04-23,EMP1027,박미래,부산,부산2팀,인터넷 결합,51204,구매확정
TXN-2026070-4879,2026-03-11,EMP1016,이상현,경기,경기2팀,클라우드 서버,515978,구매확정
TXN-2025187-9534,2025-07-06,EMP1030,윤태영,대전,대전1팀,5G 요금제,67720,구매확정
TXN-2025223-9413,2025-08-11,EMP1003,정수진,서울,서울1팀,클라우드 Server,527034,구매확정
TXN-2025173-9017,2025-06-22,EMP1017,최동현,경기,경기2팀,ai 비서 구독,15924,구매확정
TXN-2025149-1249,2025-05-29,EMP1005,김성호,서울,서울2팀,클라우드 서버,351806,구매확정
TXN-2025243-8159,2025-08-31,EMP1025,오나연,부산,부산2팀,IoT 패키지,34695,구매확정
TXN-2026019-3233,2026-01-19,EMP1003,정수진,서울,서울1팀,인터넷 결합,45018,개통완료
TXN-2025175-7236,2025-06-24,EMP1023,장상현,부산,부산2팀,IoT 패키지,21319,구매확정
TXN-2025067-4784,2025-03-08,EMP1029,서준혁,대전,대전1팀,5G 요금제,80235,환불
TXN-2025356-6826,2025-12-22,EMP1006,조서연,서울,서울2팀,IoT 패키지,39599,구매확정
TXN-2025315-3649,2025-11-11,EMP1029,서준혁,대전,대전1팀,5G 요금제,68914,구매확정
TXN-2025325-2910,2025-11-21,EMP1006,조서연,서울,서울2팀,클라우드 서버,1951017,환불
TXN-2025059-1505,2025-02-28,EMP1017,최동현,경기,경기2팀,클라우드서버,589943,구매확정
TXN-2025274-6627,2025-10-01,EMP1023,장상현,부산,부산2팀,5g 요금제,68799,검토완료
TXN-2025118-3992,2025-04-28,EMP1039,장유진,광주,광주1팀,5G 요금 제,66887,개통완료
TXN-2025210-8138,2025-07-29,EMP1023,장상현,부산,부산2팀,클라우드 서버,1036574,구매확정
TXN-2025291-2638,2025-10-18,EMP1017,최동현,경기,경기2팀,클라우드 서버,352932,검토완료
TXN-2025134-2078,2025-05-14,EMP1005,김성호,서울,서울2팀,클라우드 Server,756510,개통완료
TXN-2025084-4497,2025-03-25,EMP1018,박하은,경기,경기2팀,AI 비서 구독,19287,구매확정
TXN-2025156-9605,2025-06-05,EMP1023,장상현,부산,부산2팀,AI 비서 구독,14985,구매확정
TXN-2025238-3301,2025-08-26,EMP1038,정서연,광주,광주1팀,5G 요금제,79866,개통완료
TXN-2025120-9766,2025-04-30,EMP1009,장민수,서울,서울3팀,클라우드 서버,790608,구매확정
TXN-2025166-5324,2025-06-15,EMP1024,오미래,부산,부산2팀,AI 비서 구독,12313,접수
TXN-2026065-1171,2026-03-06,EMP1027,박미래,부산,부산2팀,클라우드 서버,1599233,환불
TXN-2026072-4503,2026-03-13,EMP1017,최동현,경기,경기2팀,클라우드 서버,537431,개통완료
TXN-2026054-2428,2026-02-23,EMP1038,정서연,광주,광주1팀,인터넷 결합,38183,검토완료
TXN-2026006-6250,2026-01-06,EMP1001,김준혁,서울,서울1팀,클라우드 서버,1249336,검토완료
TXN-2025261-2949,2025-09-18,EMP1023,장상현,부산,부산2팀,5G 요금제,72375,개통완료
TXN-2025209-3638,2025-07-28,EMP1005,김성호,서울,서울2팀,클라우드 서버,1681068,환불
TXN-2025118-9280,2025-04-28,EMP1008,윤상현,서울,서울3팀,IPTV 프리미엄,26881,취소
TXN-2025304-8411,2025-10-31,EMP1022,윤수진,부산,부산1팀,인터넷 결합,35283,구매확정
TXN-2025146-6466,2025-05-26,EMP1001,김준혁,서울,서울1팀,5G 요금 제,64161,검토완료
TXN-2025153-2640,2025-06-02,EMP1014,최나연,경기,경기2팀,5G요금제,78454,구매확정
TXN-2025013-3490,2025-01-13,EMP1012,조태영,경기,경기1팀,인터넷 결합,38404,환불
TXN-2026036-8187,2026-02-05,EMP1003,정수진,서울,서울1팀,AI 비서 구독,18591,개통완료
TXN-2025149-1989,2025-05-29,EMP1002,윤서연,서울,서울1팀,에이아이 비서,17891,검토완료
TXN-2025341-6735,2025-12-07,EMP1038,정서연,광주,광주1팀,5G 요금제,64248,구매확정
TXN-2025114-5136,2025-04-24,EMP1013,최성호,경기,경기1팀,클라우드 서버,1015454,구매확정
TXN-2025223-5889,2025-08-11,EMP1019,오현우,경기,경기2팀,5G 요금제,60656,구매확정
TXN-2026046-6414,2026-02-15,EMP1032,이태영,대전,대전1팀,Internet 결합,45287,구매확정
TXN-2026013-6314,2026-01-13,EMP1023,장상현,부산,부산2팀,아이피티비 프리미엄,24343,구매확정
TXN-2025028-8578,2025-01-28,EMP1011,장영철,경기,경기1팀,인터넷 결합,49478,개통완료
TXN-2026009-9717,2026-01-09,EMP1036,서상현,광주,광주1팀,AI 비서 구독,16557,개통완료
TXN-2025348-6579,2025-12-14,EMP1012,조태영,경기,경기1팀,IoT 패키지,30423,구매확정
TXN-2025053-5171,2025-02-22,EMP1007,조유진,서울,서울3팀,클라우드 서버,689801,구매확정
TXN-2025072-1479,2025-03-13,EMP1003,정수진,서울,서울1팀,AI 비서 구독,15626,검토완료
TXN-2025227-4715,2025-08-15,EMP1039,장유진,광주,광주1팀,클라우드 서버,1376393,구매확정
TXN-2025179-1405,2025-06-28,EMP1023,장상현,부산,부산2팀,IPTV Premium,29651,검토완료
TXN-2025054-5264,2025-02-23,EMP1001,김준혁,서울,서울1팀,AI 비서 구독,18390,취소
TXN-2025358-7563,2025-12-24,EMP1038,정서연,광주,광주1팀,인터넷결합,54161,검토완료
TXN-2025269-5619,2025-09-26,EMP1001,김준혁,서울,서울1팀,IPTV 프리미엄,28231,구매확정
TXN-2025159-8715,2025-06-08,EMP1039,장유진,광주,광주1팀,5G 요금제,75607,취소
TXN-2025071-8655,2025-03-12,EMP1025,오나연,부산,부산2팀,클라우드 서버,1157819,구매확정
TXN-2026012-7145,2026-01-12,EMP1029,서준혁,대전,대전1팀,IoT 패키지,37470,구매확정
TXN-2025362-2860,2025-12-28,EMP1007,조유진,서울,서울3팀,클라우드 서버,973962,구매확정
TXN-2025061-8049,2025-03-02,EMP1034,박현우,대전,대전1팀,클라우드 서버,1348481,구매확정
TXN-2025167-2438,2025-06-16,EMP1001,김준혁,서울,서울1팀,5G 요금제,56774,환불
TXN-2026037-5389,2026-02-06,EMP1037,정준혁,광주,광주1팀,AI 비서 구독,14321,구매확정
TXN-2025233-6005,2025-08-21,EMP1030,윤태영,대전,대전1팀,IPTV 프리미엄,18055,검토완료
TXN-2026051-5490,2026-02-20,EMP1009,장민수,서울,서울3팀,인터넷 결합,34851,구매확정
TXN-2025135-8828,2025-05-15,EMP1001,김준혁,서울,서울1팀,IoT 패키지,"""42,640""",구매확정
TXN-2026010-4163,2026-01-10,EMP1027,박미래,부산,부산2팀,AI 비서 구독,15307,검토완료
TXN-2025320-2770,2025-11-16,,,부산,부산1팀,AI 비서 구독,16546,검토완료
TXN-2025259-9547,2026-02-01,EMP1037,정준혁,광주,광주1팀,Cloud 서버,1669663,환불
TXN-2025211-4945,2025-07-30,EMP1014,최나연,경기,경기2팀,IPTV 프리미엄,24064,개통완료
TXN-2025089-1333,2025-03-30,EMP1013,최성호,경기,경기1팀,IoT 패키지,31114,취소
TXN-2025143-1031,2025-05-23,EMP1010,신태영,경기,경기1팀,클라우드 서버,1080590,검토완료
TXN-2025317-5850,2025-11-13,EMP1007,조유진,서울,서울3팀,AI 비서 구독,14705,개통완료
TXN-2025178-4841,2025-06-27,EMP1032,이태영,대전,대전1팀,AI 비서 구독,16466,구매확정
TXN-2026045-3116,2026-02-14,EMP1016,이상현,경기,경기2팀,클라우드 서버,1657962,구매확정
TXN-2025005-7901,2025-01-05,EMP1031,이서연,대전,대전1팀,AI 비서 구독,12176,구매확정
TXN-2025077-3965,2025-03-18,EMP1011,장영철,경기,경기1팀,5G요금제,81130,구매확정
TXN-2026032-3859,2026-02-01,EMP1010,신태영,경기,경기1팀,인터넷결합,40389,구매확정
TXN-2025030-9450,2025-01-30,EMP1014,최나연,경기,경기2팀,IoT 패키지,15339,개통완료
TXN-2025086-3688,2025-03-27,EMP1014,최나연,경기,경기2팀,AI 비서 구독,11979,환불
TXN-2025062-8286,2025-03-03,EMP1006,조서연,서울,서울2팀,5G 요금제,61147,구매확정
TXN-2025330-4715,2025-11-26,EMP1029,서준혁,대전,대전1팀,AI 비서 구독,12825,구매확정
TXN-2025068-3528,2025-03-09,EMP1031,이서연,대전,대전1팀,5G 요금제,72310,반려
TXN-2026046-5315,2026-02-15,EMP1017,최동현,경기,경기2팀,인터넷 결합,54549,검토완료
TXN-2025264-6975,2025-09-21,EMP1004,신지은,서울,서울2팀,IoT 패키지,38701,취소
TXN-2025027-7556,2025-01-27,EMP1001,김준혁,서울,서울1팀,AI 비서 구독,"""13,939""",환불
TXN-2025196-8913,2025-07-15,EMP1024,오미래,부산,부산2팀,IoT 패키지,44000,개통완료
TXN-2025240-4839,2025-08-28,EMP1015,오준혁,경기,경기2팀,인터넷 결합,40287,개통완료
TXN-2025274-5768,2025-10-01,EMP1004,신지은,서울,서울2팀,IPTV 프리미엄,24484,개통완료
TXN-2026014-9593,2026-01-14,EMP1008,윤상현,서울,서울3팀,인터넷 결합,34439,검토완료
TXN-2026044-6786,2026-02-13,EMP1011,장영철,경기,경기1팀,인터넷 결합,37352,구매확정
TXN-2025229-3477,2025-08-17,EMP1004,신지은,서울,서울2팀,5G 요금제,56490,구매확정
TXN-2025236-5821,2025-08-24,EMP1031,이서연,대전,대전1팀,인터넷 결합,34413,개통완료
TXN-2026040-9324,2026-02-09,EMP1037,정준혁,광주,광주1팀,5G 요금제,87175,접수
TXN-2026014-9441,2026-01-14,EMP1004,신지은,서울,서울2팀,인터넷결합,42383,개통완료
TXN-2025005-4512,2025-01-05,EMP1015,오준혁,경기,경기2팀,아이피티비 프리미엄,18945,접수
TXN-2025316-4180,2025-11-12,EMP1004,신지은,서울,서울2팀,인터넷 결합,33320,구매확정
TXN-2026012-4605,2026-01-12,EMP1007,조유진,서울,서울3팀,인터넷 결합,51716,검토완료
TXN-2025321-9936,2025-11-17,EMP1007,조유진,서울,서울3팀,IoT 패키지,33919,환불
TXN-2025299-3181,2025-10-26,EMP1031,이서연,대전,대전1팀,iot 패키지,44205,취소
TXN-2026083-2542,2026-03-24,EMP1003,정수진,서울,서울1팀,클라우드서버,1099402,개통완료
TXN-2025224-8912,2025-10-05,EMP1025,오나연,부산,부산2팀,IOT 패키지,45738,구매확정
TXN-2026019-7667,2026-01-19,EMP1017,최동현,경기,경기2팀,IPTV 프리미엄,17105,구매확정
TXN-2025226-3871,2025-08-14,EMP1021,임성호,부산,부산1팀,IPTV 프리미엄,"""22,489""",구매확정
TXN-2025173-9243,2025-06-22,EMP1020,이서연,부산,부산1팀,인터넷 결합,33540,검토완료
TXN-2025249-7100,2025-09-06,EMP1011,장영철,경기,경기1팀,5G 요금제,66012,환불
TXN-2025036-2975,2025-02-05,EMP1018,박하은,경기,경기2팀,인터넷 결합,45651,반려
TXN-2025188-8195,2025-07-07,EMP1009,장민수,서울,서울3팀,클라우드 서버,429846,개통완료
TXN-2025155-7456,2025-06-04,EMP1022,윤수진,부산,부산1팀,AI 비서 구독,14592,접수
TXN-2025354-9748,2025-12-20,EMP1028,윤미래,부산,부산2팀,AI 비서 구독,17923,검토완료
TXN-2025065-2529,2025-03-06,EMP1032,이태영,대전,대전1팀,클라우드 서버,1017027,구매확정
TXN-2025279-2054,2025-10-06,EMP1006,조서연,서울,서울2팀,5G Plan,85860,환불
TXN-2025081-7694,2025-03-22,EMP1014,최나연,경기,경기2팀,클라우드 서버,348264,개통완료
TXN-2025163-1926,2025-06-12,EMP1033,서준혁,대전,대전1팀,5G 요금제,70131,구매확정
TXN-2026083-7048,2026-03-24,EMP1017,최동현,경기,경기2팀,AI 비서 구독,14546,환불
TXN-2025364-3862,2025-12-30,EMP1019,오현우,경기,경기2팀,IPTV 프리미엄,30063,구매확정
TXN-2025199-8362,2025-07-18,EMP1037,정준혁,광주,광주1팀,IoT 패키지,18235,검토완료
TXN-2025084-2634,2025-09-30,EMP1013,최성호,경기,경기1팀,클라우드 서버,1924259,구매확정
